,data_type,image_file_name,audio_file_name,speaker,label
0,combined-audio-image,IMG_1238.JPG,9_theo_45.wav,theo,9
1,combined-audio-image,IMG_5040.JPG,9_yweweler_46.wav,yweweler,9
2,combined-audio-image,IMG_4465.JPG,9_nicolas_42.wav,nicolas,9
3,combined-audio-image,IMG_4088.JPG,9_jackson_45.wav,jackson,9
4,combined-audio-image,IMG_5634.JPG,9_jackson_1.wav,jackson,9
5,combined-audio-image,IMG_5285.JPG,9_jackson_49.wav,jackson,9
6,combined-audio-image,IMG_5026.JPG,9_nicolas_19.wav,nicolas,9
7,combined-audio-image,IMG_1289.JPG,9_theo_6.wav,theo,9
8,combined-audio-image,IMG_1208.JPG,9_theo_9.wav,theo,9
9,combined-audio-image,IMG_5485.JPG,9_jackson_26.wav,jackson,9
10,combined-audio-image,IMG_1321.JPG,9_nicolas_36.wav,nicolas,9
11,combined-audio-image,IMG_5307.JPG,9_yweweler_35.wav,yweweler,9
12,combined-audio-image,IMG_5591.JPG,9_jackson_8.wav,jackson,9
13,combined-audio-image,IMG_4724.JPG,9_yweweler_21.wav,yweweler,9
14,combined-audio-image,IMG_4995.JPG,9_theo_17.wav,theo,9
15,combined-audio-image,IMG_5846.JPG,9_nicolas_13.wav,nicolas,9
16,combined-audio-image,IMG_4202.JPG,9_theo_8.wav,theo,9
17,combined-audio-image,IMG_5222.JPG,9_yweweler_34.wav,yweweler,9
18,combined-audio-image,IMG_5431.JPG,9_nicolas_8.wav,nicolas,9
19,combined-audio-image,IMG_4714.JPG,9_yweweler_39.wav,yweweler,9
20,combined-audio-image,IMG_4753.JPG,8_jackson_19.wav,jackson,8
21,combined-audio-image,IMG_4411.JPG,8_yweweler_25.wav,yweweler,8
22,combined-audio-image,IMG_4504.JPG,8_nicolas_4.wav,nicolas,8
23,combined-audio-image,IMG_4157.JPG,8_jackson_31.wav,jackson,8
24,combined-audio-image,IMG_5845.JPG,8_jackson_7.wav,jackson,8
25,combined-audio-image,IMG_1237.JPG,8_jackson_45.wav,jackson,8
26,combined-audio-image,IMG_5653.JPG,8_theo_35.wav,theo,8
27,combined-audio-image,IMG_5663.JPG,8_yweweler_29.wav,yweweler,8
28,combined-audio-image,IMG_5804.JPG,8_yweweler_28.wav,yweweler,8
29,combined-audio-image,IMG_5130.JPG,8_nicolas_26.wav,nicolas,8
30,combined-audio-image,IMG_4454.JPG,8_theo_19.wav,theo,8
31,combined-audio-image,IMG_5613.JPG,8_jackson_20.wav,jackson,8
32,combined-audio-image,IMG_5545.JPG,8_nicolas_39.wav,nicolas,8
33,combined-audio-image,IMG_5979.JPG,8_yweweler_17.wav,yweweler,8
34,combined-audio-image,IMG_4304.JPG,8_nicolas_21.wav,nicolas,8
35,combined-audio-image,IMG_4087.JPG,8_yweweler_39.wav,yweweler,8
36,combined-audio-image,IMG_5099.JPG,8_theo_9.wav,theo,8
37,combined-audio-image,IMG_1227.JPG,8_theo_14.wav,theo,8
38,combined-audio-image,IMG_1288.JPG,8_theo_41.wav,theo,8
39,combined-audio-image,IMG_5211.JPG,8_nicolas_37.wav,nicolas,8
40,combined-audio-image,IMG_5763.JPG,7_nicolas_0.wav,nicolas,7
41,combined-audio-image,IMG_5387.JPG,7_nicolas_26.wav,nicolas,7
42,combined-audio-image,IMG_5098.JPG,7_yweweler_9.wav,yweweler,7
43,combined-audio-image,IMG_5347.JPG,7_yweweler_41.wav,yweweler,7
44,combined-audio-image,IMG_5569.JPG,7_theo_42.wav,theo,7
45,combined-audio-image,IMG_5514.JPG,7_theo_43.wav,theo,7
46,combined-audio-image,IMG_1257.JPG,7_jackson_49.wav,jackson,7
47,combined-audio-image,IMG_4742.JPG,7_jackson_43.wav,jackson,7
48,combined-audio-image,IMG_5813.JPG,7_nicolas_29.wav,nicolas,7
49,combined-audio-image,IMG_5854.JPG,7_nicolas_7.wav,nicolas,7
50,combined-audio-image,IMG_5220.JPG,7_nicolas_12.wav,nicolas,7
51,combined-audio-image,IMG_5988.JPG,7_jackson_29.wav,jackson,7
52,combined-audio-image,IMG_4551.JPG,7_theo_12.wav,theo,7
53,combined-audio-image,IMG_5947.JPG,7_jackson_22.wav,jackson,7
54,combined-audio-image,IMG_5139.JPG,7_theo_31.wav,theo,7
55,combined-audio-image,IMG_5652.JPG,7_theo_18.wav,theo,7
56,combined-audio-image,IMG_4621.JPG,7_yweweler_45.wav,yweweler,7
57,combined-audio-image,IMG_5874.JPG,7_yweweler_10.wav,yweweler,7
58,combined-audio-image,IMG_1196.JPG,7_yweweler_49.wav,yweweler,7
59,combined-audio-image,IMG_5844.JPG,7_jackson_36.wav,jackson,7
60,combined-audio-image,IMG_5701.JPG,6_nicolas_36.wav,nicolas,6
61,combined-audio-image,IMG_4700.JPG,6_nicolas_44.wav,nicolas,6
62,combined-audio-image,IMG_5956.JPG,6_yweweler_8.wav,yweweler,6
63,combined-audio-image,IMG_5324.JPG,6_theo_41.wav,theo,6
64,combined-audio-image,IMG_5578.JPG,6_theo_3.wav,theo,6
65,combined-audio-image,IMG_4902.JPG,6_nicolas_13.wav,nicolas,6
66,combined-audio-image,IMG_1144.JPG,6_yweweler_43.wav,yweweler,6
67,combined-audio-image,IMG_4419.JPG,6_nicolas_20.wav,nicolas,6
68,combined-audio-image,IMG_4105.JPG,6_jackson_22.wav,jackson,6
69,combined-audio-image,IMG_4354.JPG,6_yweweler_31.wav,yweweler,6
70,combined-audio-image,IMG_1164.JPG,6_nicolas_35.wav,nicolas,6
71,combined-audio-image,IMG_5924.JPG,6_theo_0.wav,theo,6
72,combined-audio-image,IMG_4250.JPG,6_jackson_20.wav,jackson,6
73,combined-audio-image,IMG_5977.JPG,6_jackson_1.wav,jackson,6
74,combined-audio-image,IMG_4055.JPG,6_jackson_28.wav,jackson,6
75,combined-audio-image,IMG_4792.JPG,6_yweweler_14.wav,yweweler,6
76,combined-audio-image,IMG_4492.JPG,6_theo_48.wav,theo,6
77,combined-audio-image,IMG_4282.JPG,6_theo_21.wav,theo,6
78,combined-audio-image,IMG_4261.JPG,6_yweweler_47.wav,yweweler,6
79,combined-audio-image,IMG_1256.JPG,6_jackson_39.wav,jackson,6
80,combined-audio-image,IMG_5355.JPG,5_theo_11.wav,theo,5
81,combined-audio-image,IMG_5022.JPG,5_yweweler_13.wav,yweweler,5
82,combined-audio-image,IMG_5250.JPG,5_yweweler_35.wav,yweweler,5
83,combined-audio-image,IMG_5791.JPG,5_theo_46.wav,theo,5
84,combined-audio-image,IMG_4154.JPG,5_theo_34.wav,theo,5
85,combined-audio-image,IMG_5640.JPG,5_nicolas_39.wav,nicolas,5
