,data_type,file_name,label
0,img,IMG_5654.JPG,9
1,img,IMG_4390.JPG,9
2,img,IMG_4232.JPG,9
3,img,IMG_4118.JPG,9
4,img,IMG_5162.JPG,9
5,img,IMG_4078.JPG,9
6,img,IMG_4915.JPG,9
7,img,IMG_1168.JPG,9
8,img,IMG_5254.JPG,9
9,img,IMG_4613.JPG,9
10,img,IMG_4190.JPG,9
11,img,IMG_5684.JPG,9
12,img,IMG_4865.JPG,9
13,img,IMG_4593.JPG,9
14,img,IMG_4965.JPG,9
15,img,IMG_5561.JPG,9
16,img,IMG_4573.JPG,9
17,img,IMG_4734.JPG,9
18,img,IMG_4368.JPG,9
19,img,IMG_1279.JPG,9
20,img,IMG_5824.JPG,8
21,img,IMG_5140.JPG,8
22,img,IMG_5580.JPG,8
23,img,IMG_5191.JPG,8
24,img,IMG_5171.JPG,8
25,img,IMG_5474.JPG,8
26,img,IMG_4067.JPG,8
27,img,IMG_4884.JPG,8
28,img,IMG_4264.JPG,8
29,img,IMG_5958.JPG,8
30,img,IMG_4864.JPG,8
31,img,IMG_5061.JPG,8
32,img,IMG_1258.JPG,8
33,img,IMG_4713.JPG,8
34,img,IMG_5051.JPG,8
35,img,IMG_5005.JPG,8
36,img,IMG_5083.JPG,8
37,img,IMG_5633.JPG,8
38,img,IMG_4541.JPG,8
39,img,IMG_5378.JPG,8
40,img,IMG_5622.JPG,7
41,img,IMG_4943.JPG,7
42,img,IMG_5070.JPG,7
43,img,IMG_4220.JPG,7
44,img,IMG_4420.JPG,7
45,img,IMG_4691.JPG,7
46,img,IMG_5682.JPG,7
47,img,IMG_5978.JPG,7
48,img,IMG_5793.JPG,7
49,img,IMG_4853.JPG,7
50,img,IMG_4581.JPG,7
51,img,IMG_4793.JPG,7
52,img,IMG_5559.JPG,7
53,img,IMG_5723.JPG,7
54,img,IMG_4591.JPG,7
55,img,IMG_4324.JPG,7
56,img,IMG_5160.JPG,7
57,img,IMG_4188.JPG,7
58,img,IMG_4803.JPG,7
59,img,IMG_5925.JPG,7
60,img,IMG_4512.JPG,6
61,img,IMG_4344.JPG,6
62,img,IMG_4115.JPG,6
63,img,IMG_5598.JPG,6
64,img,IMG_4953.JPG,6
65,img,IMG_1276.JPG,6
66,img,IMG_5558.JPG,6
67,img,IMG_5883.JPG,6
68,img,IMG_5832.JPG,6
69,img,IMG_5209.JPG,6
70,img,IMG_5158.JPG,6
71,img,IMG_4690.JPG,6
72,img,IMG_5069.JPG,6
73,img,IMG_4882.JPG,6
74,img,IMG_5543.JPG,6
75,img,IMG_1205.JPG,6
76,img,IMG_4570.JPG,6
77,img,IMG_4892.JPG,6
78,img,IMG_5107.JPG,6
79,img,IMG_4731.JPG,6
80,img,IMG_1204.JPG,5
81,img,IMG_4386.JPG,5
82,img,IMG_5036.JPG,5
83,img,IMG_5208.JPG,5
84,img,IMG_4260.JPG,5
85,img,IMG_1255.JPG,5
86,img,IMG_5933.JPG,5
87,img,IMG_5188.JPG,5
88,img,IMG_1327.JPG,5
89,img,IMG_4841.JPG,5
90,img,IMG_4549.JPG,5
91,img,IMG_5168.JPG,5
92,img,IMG_5630.JPG,5
93,img,IMG_4710.JPG,5
94,img,IMG_5481.JPG,5
95,img,IMG_5660.JPG,5
96,img,IMG_5127.JPG,5
97,img,IMG_1296.JPG,5
98,img,IMG_4720.JPG,5
