,data_type,image_file_name,audio_file_name,speaker,label
0,combined-audio-image,IMG_4148.JPG,9_nicolas_17.wav,nicolas,9
1,combined-audio-image,IMG_4985.JPG,9_theo_27.wav,theo,9
2,combined-audio-image,IMG_5100.JPG,9_theo_12.wav,theo,9
3,combined-audio-image,IMG_5212.JPG,9_nicolas_26.wav,nicolas,9
4,combined-audio-image,IMG_4633.JPG,9_nicolas_48.wav,nicolas,9
5,combined-audio-image,IMG_5349.JPG,9_theo_30.wav,theo,9
6,combined-audio-image,IMG_5694.JPG,9_jackson_32.wav,jackson,9
7,combined-audio-image,IMG_4058.JPG,9_yweweler_15.wav,yweweler,9
8,combined-audio-image,IMG_4582.JPG,9_theo_11.wav,theo,9
9,combined-audio-image,IMG_5110.JPG,9_yweweler_48.wav,yweweler,9
10,combined-audio-image,IMG_1331.JPG,9_yweweler_25.wav,yweweler,9
11,combined-audio-image,IMG_4805.JPG,9_nicolas_2.wav,nicolas,9
12,combined-audio-image,IMG_5369.JPG,9_jackson_6.wav,jackson,9
13,combined-audio-image,IMG_1157.JPG,9_jackson_23.wav,jackson,9
14,combined-audio-image,IMG_5526.JPG,9_yweweler_37.wav,yweweler,9
15,combined-audio-image,IMG_5755.JPG,9_yweweler_9.wav,yweweler,9
16,combined-audio-image,IMG_1178.JPG,9_nicolas_28.wav,nicolas,9
17,combined-audio-image,IMG_4945.JPG,9_theo_34.wav,theo,9
18,combined-audio-image,IMG_5182.JPG,9_jackson_10.wav,jackson,9
19,combined-audio-image,IMG_5735.JPG,9_jackson_3.wav,jackson,9
20,combined-audio-image,IMG_5109.JPG,8_nicolas_6.wav,nicolas,8
21,combined-audio-image,IMG_1247.JPG,8_yweweler_21.wav,yweweler,8
22,combined-audio-image,IMG_5505.JPG,8_jackson_35.wav,jackson,8
23,combined-audio-image,IMG_4147.JPG,8_yweweler_4.wav,yweweler,8
24,combined-audio-image,IMG_5326.JPG,8_theo_30.wav,theo,8
25,combined-audio-image,IMG_5535.JPG,8_jackson_30.wav,jackson,8
26,combined-audio-image,IMG_4612.JPG,8_nicolas_35.wav,nicolas,8
27,combined-audio-image,IMG_4632.JPG,8_theo_17.wav,theo,8
28,combined-audio-image,IMG_4097.JPG,8_yweweler_19.wav,yweweler,8
29,combined-audio-image,IMG_4874.JPG,8_nicolas_32.wav,nicolas,8
30,combined-audio-image,IMG_5948.JPG,8_nicolas_15.wav,nicolas,8
31,combined-audio-image,IMG_1156.JPG,8_theo_47.wav,theo,8
32,combined-audio-image,IMG_5855.JPG,8_theo_49.wav,theo,8
33,combined-audio-image,IMG_4241.JPG,8_yweweler_0.wav,yweweler,8
34,combined-audio-image,IMG_4763.JPG,8_yweweler_27.wav,yweweler,8
35,combined-audio-image,IMG_1167.JPG,8_nicolas_2.wav,nicolas,8
36,combined-audio-image,IMG_5926.JPG,8_theo_45.wav,theo,8
37,combined-audio-image,IMG_4514.JPG,8_jackson_11.wav,jackson,8
38,combined-audio-image,IMG_4854.JPG,8_jackson_16.wav,jackson,8
39,combined-audio-image,IMG_4592.JPG,8_jackson_48.wav,jackson,8
40,combined-audio-image,IMG_4106.JPG,7_yweweler_14.wav,yweweler,7
41,combined-audio-image,IMG_4126.JPG,7_jackson_3.wav,jackson,7
42,combined-audio-image,IMG_1186.JPG,7_jackson_4.wav,jackson,7
43,combined-audio-image,IMG_5803.JPG,7_theo_41.wav,theo,7
44,combined-audio-image,IMG_4146.JPG,7_nicolas_1.wav,nicolas,7
45,combined-audio-image,IMG_1236.JPG,7_yweweler_47.wav,yweweler,7
46,combined-audio-image,IMG_5783.JPG,7_jackson_20.wav,jackson,7
47,combined-audio-image,IMG_4913.JPG,7_theo_44.wav,theo,7
48,combined-audio-image,IMG_4493.JPG,7_yweweler_11.wav,yweweler,7
49,combined-audio-image,IMG_5524.JPG,7_yweweler_24.wav,yweweler,7
50,combined-audio-image,IMG_4863.JPG,7_theo_8.wav,theo,7
51,combined-audio-image,IMG_5263.JPG,7_theo_39.wav,theo,7
52,combined-audio-image,IMG_5038.JPG,7_nicolas_18.wav,nicolas,7
53,combined-audio-image,IMG_4056.JPG,7_yweweler_20.wav,yweweler,7
54,combined-audio-image,IMG_4671.JPG,7_jackson_15.wav,jackson,7
55,combined-audio-image,IMG_4973.JPG,7_nicolas_45.wav,nicolas,7
56,combined-audio-image,IMG_5712.JPG,7_theo_4.wav,theo,7
57,combined-audio-image,IMG_4251.JPG,7_nicolas_42.wav,nicolas,7
58,combined-audio-image,IMG_5305.JPG,7_nicolas_48.wav,nicolas,7
59,combined-audio-image,IMG_4571.JPG,7_jackson_18.wav,jackson,7
60,combined-audio-image,IMG_1235.JPG,6_yweweler_16.wav,yweweler,6
61,combined-audio-image,IMG_4145.JPG,6_theo_39.wav,theo,6
62,combined-audio-image,IMG_5189.JPG,6_theo_9.wav,theo,6
63,combined-audio-image,IMG_1154.JPG,6_theo_38.wav,theo,6
64,combined-audio-image,IMG_1266.JPG,6_jackson_15.wav,jackson,6
65,combined-audio-image,IMG_4872.JPG,6_jackson_36.wav,jackson,6
66,combined-audio-image,IMG_5003.JPG,6_nicolas_3.wav,nicolas,6
67,combined-audio-image,IMG_4187.JPG,6_theo_23.wav,theo,6
68,combined-audio-image,IMG_5873.JPG,6_yweweler_44.wav,yweweler,6
69,combined-audio-image,IMG_4802.JPG,6_yweweler_35.wav,yweweler,6
70,combined-audio-image,IMG_4771.JPG,6_yweweler_28.wav,yweweler,6
71,combined-audio-image,IMG_4199.JPG,6_jackson_9.wav,jackson,6
72,combined-audio-image,IMG_5772.JPG,6_jackson_49.wav,jackson,6
73,combined-audio-image,IMG_5314.JPG,6_nicolas_46.wav,nicolas,6
74,combined-audio-image,IMG_5472.JPG,6_nicolas_0.wav,nicolas,6
75,combined-audio-image,IMG_5179.JPG,6_jackson_47.wav,jackson,6
76,combined-audio-image,IMG_4670.JPG,6_yweweler_3.wav,yweweler,6
