,data_type,file_name,label
0,img,IMG_4148.JPG,9
1,img,IMG_4805.JPG,9
2,img,IMG_1331.JPG,9
3,img,IMG_5755.JPG,9
4,img,IMG_5182.JPG,9
5,img,IMG_4945.JPG,9
6,img,IMG_4582.JPG,9
7,img,IMG_5212.JPG,9
8,img,IMG_1178.JPG,9
9,img,IMG_4633.JPG,9
10,img,IMG_5100.JPG,9
11,img,IMG_5735.JPG,9
12,img,IMG_4058.JPG,9
13,img,IMG_5369.JPG,9
14,img,IMG_4985.JPG,9
15,img,IMG_5694.JPG,9
16,img,IMG_5110.JPG,9
17,img,IMG_5349.JPG,9
18,img,IMG_5526.JPG,9
19,img,IMG_1157.JPG,9
20,img,IMG_5855.JPG,8
21,img,IMG_5926.JPG,8
22,img,IMG_4592.JPG,8
23,img,IMG_5535.JPG,8
24,img,IMG_4514.JPG,8
25,img,IMG_4854.JPG,8
26,img,IMG_1247.JPG,8
27,img,IMG_4874.JPG,8
28,img,IMG_1156.JPG,8
29,img,IMG_5326.JPG,8
30,img,IMG_5109.JPG,8
31,img,IMG_5505.JPG,8
32,img,IMG_4241.JPG,8
33,img,IMG_4763.JPG,8
34,img,IMG_1167.JPG,8
35,img,IMG_4147.JPG,8
36,img,IMG_5948.JPG,8
37,img,IMG_4097.JPG,8
38,img,IMG_4632.JPG,8
39,img,IMG_4612.JPG,8
40,img,IMG_1236.JPG,7
41,img,IMG_5038.JPG,7
42,img,IMG_4493.JPG,7
43,img,IMG_4251.JPG,7
44,img,IMG_4913.JPG,7
45,img,IMG_4126.JPG,7
46,img,IMG_1186.JPG,7
47,img,IMG_5524.JPG,7
48,img,IMG_4056.JPG,7
49,img,IMG_4146.JPG,7
50,img,IMG_4671.JPG,7
51,img,IMG_5305.JPG,7
52,img,IMG_5783.JPG,7
53,img,IMG_5263.JPG,7
54,img,IMG_5803.JPG,7
55,img,IMG_4106.JPG,7
56,img,IMG_4863.JPG,7
57,img,IMG_4571.JPG,7
58,img,IMG_4973.JPG,7
59,img,IMG_5712.JPG,7
60,img,IMG_5189.JPG,6
61,img,IMG_4155.JPG,6
62,img,IMG_5472.JPG,6
63,img,IMG_1235.JPG,6
64,img,IMG_4771.JPG,6
65,img,IMG_1154.JPG,6
66,img,IMG_4802.JPG,6
67,img,IMG_5314.JPG,6
68,img,IMG_4670.JPG,6
69,img,IMG_1266.JPG,6
70,img,IMG_5003.JPG,6
71,img,IMG_1175.JPG,6
72,img,IMG_4872.JPG,6
73,img,IMG_5772.JPG,6
74,img,IMG_5873.JPG,6
75,img,IMG_4187.JPG,6
76,img,IMG_4145.JPG,6
77,img,IMG_5179.JPG,6
78,img,IMG_5681.JPG,6
79,img,IMG_4199.JPG,6
80,img,IMG_4074.JPG,5
81,img,IMG_1285.JPG,5
82,img,IMG_5096.JPG,5
83,img,IMG_1123.JPG,5
84,img,IMG_4811.JPG,5
85,img,IMG_5577.JPG,5
86,img,IMG_5080.JPG,5
87,img,IMG_4238.JPG,5
88,img,IMG_4301.JPG,5
89,img,IMG_5751.JPG,5
90,img,IMG_4981.JPG,5
91,img,IMG_5670.JPG,5
92,img,IMG_4649.JPG,5
93,img,IMG_5281.JPG,5
94,img,IMG_4249.JPG,5
95,img,IMG_4781.JPG,5
96,img,IMG_5302.JPG,5
97,img,IMG_4991.JPG,5
98,img,IMG_4619.JPG,5
99,img,IMG_5147.JPG,5
100,img,IMG_5586.JPG,4
101,img,IMG_5679.JPG,4
102,img,IMG_5881.JPG,4
103,img,IMG_4880.JPG,4
104,img,IMG_4063.JPG,4
105,img,IMG_5639.JPG,4
106,img,IMG_4870.JPG,4
107,img,IMG_5576.JPG,4
108,img,IMG_4910.JPG,4
109,img,IMG_5975.JPG,4
110,img,IMG_4133.JPG,4
111,img,IMG_1173.JPG,4
112,img,IMG_5521.JPG,4
113,img,IMG_5187.JPG,4
114,img,IMG_5207.JPG,4
115,img,IMG_4759.JPG,4
116,img,IMG_5404.JPG,4
117,img,IMG_5709.JPG,4
118,img,IMG_4450.JPG,4
119,img,IMG_4428.JPG,4
120,img,IMG_5963.JPG,3
121,img,IMG_4718.JPG,3
122,img,IMG_1263.JPG,3
123,img,IMG_5104.JPG,3
124,img,IMG_4122.JPG,3
125,img,IMG_5994.JPG,3
126,img,IMG_5759.JPG,3
127,img,IMG_5343.JPG,3
128,img,IMG_5353.JPG,3
129,img,IMG_4789.JPG,3
130,img,IMG_5829.JPG,3
131,img,IMG_1202.JPG,3
132,img,IMG_4247.JPG,3
133,img,IMG_5363.JPG,3
134,img,IMG_4279.JPG,3
135,img,IMG_4072.JPG,3
136,img,IMG_4459.JPG,3
137,img,IMG_4627.JPG,3
138,img,IMG_1273.JPG,3
139,img,IMG_5618.JPG,3
140,img,IMG_4848.JPG,2
141,img,IMG_4596.JPG,2
142,img,IMG_1150.JPG,2
143,img,IMG_5627.JPG,2
144,img,IMG_1120.JPG,2
145,img,IMG_5165.JPG,2
146,img,IMG_5899.JPG,2
147,img,IMG_4121.JPG,2
148,img,IMG_1314.JPG,2
149,img,IMG_4948.JPG,2
150,img,IMG_4361.JPG,2
151,img,IMG_5788.JPG,2
152,img,IMG_5103.JPG,2
153,img,IMG_5657.JPG,2
154,img,IMG_5738.JPG,2
155,img,IMG_4173.JPG,2
156,img,IMG_5458.JPG,2
157,img,IMG_5372.JPG,2
158,img,IMG_5839.JPG,2
159,img,IMG_4508.JPG,2
160,img,IMG_5549.JPG,1
161,img,IMG_4382.JPG,1
162,img,IMG_5593.JPG,1
163,img,IMG_4544.JPG,1
164,img,IMG_5827.JPG,1
165,img,IMG_4204.JPG,1
166,img,IMG_4847.JPG,1
167,img,IMG_4060.JPG,1
168,img,IMG_5982.JPG,1
169,img,IMG_5604.JPG,1
170,img,IMG_4339.JPG,1
171,img,IMG_5656.JPG,1
172,img,IMG_5329.JPG,1
173,img,IMG_5898.JPG,1
174,img,IMG_4977.JPG,1
175,img,IMG_5666.JPG,1
176,img,IMG_4645.JPG,1
177,img,IMG_1139.JPG,1
178,img,IMG_5563.JPG,1
179,img,IMG_5298.JPG,1
180,img,IMG_5592.JPG,0
181,img,IMG_5173.JPG,0
182,img,IMG_5163.JPG,0
183,img,IMG_4826.JPG,0
184,img,IMG_1322.JPG,0
185,img,IMG_4296.JPG,0
186,img,IMG_4059.JPG,0
187,img,IMG_4896.JPG,0
188,img,IMG_1189.JPG,0
189,img,IMG_5507.JPG,0
190,img,IMG_4725.JPG,0
191,img,IMG_5193.JPG,0
192,img,IMG_5111.JPG,0
193,img,IMG_1229.JPG,0
194,img,IMG_5028.JPG,0
195,img,IMG_5255.JPG,0
196,img,IMG_4486.JPG,0
197,img,IMG_5806.JPG,0
198,img,IMG_4533.JPG,0
199,img,IMG_4359.JPG,0
