,data_type,image_file_name,audio_file_name,speaker,label
0,combined-audio-image,IMG_4593.JPG,9_nicolas_20.wav,nicolas,9
1,combined-audio-image,IMG_4190.JPG,9_nicolas_5.wav,nicolas,9
2,combined-audio-image,IMG_4118.JPG,9_yweweler_47.wav,yweweler,9
3,combined-audio-image,IMG_4915.JPG,9_jackson_22.wav,jackson,9
4,combined-audio-image,IMG_4734.JPG,9_nicolas_45.wav,nicolas,9
5,combined-audio-image,IMG_5561.JPG,9_jackson_24.wav,jackson,9
6,combined-audio-image,IMG_5254.JPG,9_theo_0.wav,theo,9
7,combined-audio-image,IMG_4573.JPG,9_theo_47.wav,theo,9
8,combined-audio-image,IMG_4965.JPG,9_nicolas_3.wav,nicolas,9
9,combined-audio-image,IMG_4368.JPG,9_jackson_47.wav,jackson,9
10,combined-audio-image,IMG_1279.JPG,9_theo_16.wav,theo,9
11,combined-audio-image,IMG_4078.JPG,9_theo_15.wav,theo,9
12,combined-audio-image,IMG_1168.JPG,9_nicolas_34.wav,nicolas,9
13,combined-audio-image,IMG_4390.JPG,9_jackson_0.wav,jackson,9
14,combined-audio-image,IMG_4232.JPG,9_yweweler_26.wav,yweweler,9
15,combined-audio-image,IMG_5162.JPG,9_yweweler_2.wav,yweweler,9
16,combined-audio-image,IMG_5654.JPG,9_theo_24.wav,theo,9
17,combined-audio-image,IMG_4613.JPG,9_yweweler_8.wav,yweweler,9
18,combined-audio-image,IMG_5684.JPG,9_jackson_42.wav,jackson,9
19,combined-audio-image,IMG_4865.JPG,9_yweweler_12.wav,yweweler,9
20,combined-audio-image,IMG_4067.JPG,8_jackson_37.wav,jackson,8
21,combined-audio-image,IMG_5191.JPG,8_nicolas_29.wav,nicolas,8
22,combined-audio-image,IMG_5474.JPG,8_jackson_33.wav,jackson,8
23,combined-audio-image,IMG_1258.JPG,8_nicolas_24.wav,nicolas,8
24,combined-audio-image,IMG_5083.JPG,8_theo_18.wav,theo,8
25,combined-audio-image,IMG_5171.JPG,8_jackson_9.wav,jackson,8
26,combined-audio-image,IMG_5958.JPG,8_yweweler_23.wav,yweweler,8
27,combined-audio-image,IMG_4884.JPG,8_jackson_14.wav,jackson,8
28,combined-audio-image,IMG_5005.JPG,8_yweweler_43.wav,yweweler,8
29,combined-audio-image,IMG_4264.JPG,8_yweweler_44.wav,yweweler,8
30,combined-audio-image,IMG_4541.JPG,8_yweweler_2.wav,yweweler,8
31,combined-audio-image,IMG_5824.JPG,8_yweweler_45.wav,yweweler,8
32,combined-audio-image,IMG_5580.JPG,8_theo_13.wav,theo,8
33,combined-audio-image,IMG_5051.JPG,8_theo_44.wav,theo,8
34,combined-audio-image,IMG_5633.JPG,8_nicolas_14.wav,nicolas,8
35,combined-audio-image,IMG_5378.JPG,8_jackson_42.wav,jackson,8
36,combined-audio-image,IMG_4713.JPG,8_nicolas_12.wav,nicolas,8
37,combined-audio-image,IMG_5061.JPG,8_theo_2.wav,theo,8
38,combined-audio-image,IMG_5140.JPG,8_nicolas_28.wav,nicolas,8
39,combined-audio-image,IMG_4864.JPG,8_theo_27.wav,theo,8
40,combined-audio-image,IMG_5160.JPG,7_theo_10.wav,theo,7
41,combined-audio-image,IMG_5793.JPG,7_theo_49.wav,theo,7
42,combined-audio-image,IMG_4943.JPG,7_nicolas_9.wav,nicolas,7
