,data_type,image_file_name,audio_file_name,speaker,label
0,combined-audio-image,IMG_1311.JPG,9_jackson_33.wav,jackson,9
1,combined-audio-image,IMG_4128.JPG,9_nicolas_31.wav,nicolas,9
2,combined-audio-image,IMG_5937.JPG,9_nicolas_40.wav,nicolas,9
3,combined-audio-image,IMG_4744.JPG,9_yweweler_5.wav,yweweler,9
4,combined-audio-image,IMG_1127.JPG,9_theo_44.wav,theo,9
5,combined-audio-image,IMG_4825.JPG,9_nicolas_1.wav,nicolas,9
6,combined-audio-image,IMG_4764.JPG,9_jackson_13.wav,jackson,9
7,combined-audio-image,IMG_5202.JPG,9_jackson_38.wav,jackson,9
8,combined-audio-image,IMG_5644.JPG,9_yweweler_4.wav,yweweler,9
9,combined-audio-image,IMG_5359.JPG,9_theo_20.wav,theo,9
10,combined-audio-image,IMG_4180.JPG,9_jackson_21.wav,jackson,9
11,combined-audio-image,IMG_4347.JPG,9_theo_22.wav,theo,9
12,combined-audio-image,IMG_5876.JPG,9_yweweler_17.wav,yweweler,9
13,combined-audio-image,IMG_4485.JPG,9_theo_28.wav,theo,9
14,combined-audio-image,IMG_5233.JPG,9_nicolas_47.wav,nicolas,9
15,combined-audio-image,IMG_4673.JPG,9_nicolas_38.wav,nicolas,9
16,combined-audio-image,IMG_4098.JPG,9_theo_26.wav,theo,9
17,combined-audio-image,IMG_5421.JPG,9_yweweler_14.wav,yweweler,9
18,combined-audio-image,IMG_5745.JPG,9_yweweler_41.wav,yweweler,9
19,combined-audio-image,IMG_5765.JPG,9_jackson_29.wav,jackson,9
20,combined-audio-image,IMG_4583.JPG,8_jackson_3.wav,jackson,8
21,combined-audio-image,IMG_4814.JPG,8_yweweler_15.wav,yweweler,8
22,combined-audio-image,IMG_5358.JPG,8_jackson_2.wav,jackson,8
23,combined-audio-image,IMG_5464.JPG,8_theo_15.wav,theo,8
24,combined-audio-image,IMG_4378.JPG,8_jackson_12.wav,jackson,8
25,combined-audio-image,IMG_5454.JPG,8_nicolas_17.wav,nicolas,8
26,combined-audio-image,IMG_4057.JPG,8_jackson_40.wav,jackson,8
27,combined-audio-image,IMG_5181.JPG,8_nicolas_27.wav,nicolas,8
28,combined-audio-image,IMG_5515.JPG,8_yweweler_37.wav,yweweler,8
29,combined-audio-image,IMG_1197.JPG,8_theo_3.wav,theo,8
30,combined-audio-image,IMG_5221.JPG,8_yweweler_10.wav,yweweler,8
31,combined-audio-image,IMG_5410.JPG,8_jackson_44.wav,jackson,8
32,combined-audio-image,IMG_4904.JPG,8_theo_32.wav,theo,8
33,combined-audio-image,IMG_4325.JPG,8_yweweler_20.wav,yweweler,8
34,combined-audio-image,IMG_4914.JPG,8_nicolas_47.wav,nicolas,8
35,combined-audio-image,IMG_5895.JPG,8_nicolas_43.wav,nicolas,8
36,combined-audio-image,IMG_1268.JPG,8_nicolas_36.wav,nicolas,8
37,combined-audio-image,IMG_5306.JPG,8_theo_42.wav,theo,8
38,combined-audio-image,IMG_5368.JPG,8_yweweler_5.wav,yweweler,8
39,combined-audio-image,IMG_4077.JPG,8_theo_12.wav,theo,8
40,combined-audio-image,IMG_5129.JPG,7_nicolas_37.wav,nicolas,7
41,combined-audio-image,IMG_4903.JPG,7_jackson_38.wav,jackson,7
42,combined-audio-image,IMG_5252.JPG,7_nicolas_35.wav,nicolas,7
43,combined-audio-image,IMG_4631.JPG,7_yweweler_35.wav,yweweler,7
44,combined-audio-image,IMG_5915.JPG,7_jackson_13.wav,jackson,7
45,combined-audio-image,IMG_5823.JPG,7_theo_0.wav,theo,7
46,combined-audio-image,IMG_4156.JPG,7_yweweler_44.wav,yweweler,7
47,combined-audio-image,IMG_4601.JPG,7_nicolas_17.wav,nicolas,7
48,combined-audio-image,IMG_5642.JPG,7_theo_29.wav,theo,7
49,combined-audio-image,IMG_4398.JPG,7_theo_48.wav,theo,7
50,combined-audio-image,IMG_5773.JPG,7_nicolas_28.wav,nicolas,7
51,combined-audio-image,IMG_4355.JPG,7_theo_26.wav,theo,7
52,combined-audio-image,IMG_4473.JPG,7_jackson_40.wav,jackson,7
53,combined-audio-image,IMG_4443.JPG,7_yweweler_18.wav,yweweler,7
54,combined-audio-image,IMG_4066.JPG,7_yweweler_17.wav,yweweler,7
55,combined-audio-image,IMG_5662.JPG,7_jackson_34.wav,jackson,7
56,combined-audio-image,IMG_4345.JPG,7_nicolas_10.wav,nicolas,7
57,combined-audio-image,IMG_5894.JPG,7_theo_22.wav,theo,7
58,combined-audio-image,IMG_4833.JPG,7_jackson_23.wav,jackson,7
59,combined-audio-image,IMG_4335.JPG,7_yweweler_8.wav,yweweler,7
60,combined-audio-image,IMG_4085.JPG,6_nicolas_16.wav,nicolas,6
61,combined-audio-image,IMG_1286.JPG,6_yweweler_29.wav,yweweler,6
62,combined-audio-image,IMG_4932.JPG,6_yweweler_11.wav,yweweler,6
63,combined-audio-image,IMG_4045.JPG,6_nicolas_15.wav,nicolas,6
64,combined-audio-image,IMG_1328.JPG,6_theo_2.wav,theo,6
65,combined-audio-image,IMG_4135.JPG,6_jackson_16.wav,jackson,6
66,combined-audio-image,IMG_4832.JPG,6_theo_19.wav,theo,6
67,combined-audio-image,IMG_4075.JPG,6_nicolas_39.wav,nicolas,6
68,combined-audio-image,IMG_4095.JPG,6_jackson_38.wav,jackson,6
69,combined-audio-image,IMG_1185.JPG,6_jackson_10.wav,jackson,6
70,combined-audio-image,IMG_5503.JPG,6_jackson_21.wav,jackson,6
71,combined-audio-image,IMG_1124.JPG,6_theo_20.wav,theo,6
72,combined-audio-image,IMG_4292.JPG,6_theo_46.wav,theo,6
73,combined-audio-image,IMG_4482.JPG,6_theo_35.wav,theo,6
74,combined-audio-image,IMG_4397.JPG,6_yweweler_26.wav,yweweler,6
75,combined-audio-image,IMG_5893.JPG,6_yweweler_5.wav,yweweler,6
76,combined-audio-image,IMG_4539.JPG,6_nicolas_40.wav,nicolas,6
77,combined-audio-image,IMG_5376.JPG,6_jackson_2.wav,jackson,6
78,combined-audio-image,IMG_4376.JPG,6_nicolas_22.wav,nicolas,6
79,combined-audio-image,IMG_5418.JPG,6_yweweler_1.wav,yweweler,6
80,combined-audio-image,IMG_5375.JPG,5_jackson_14.wav,jackson,5
81,combined-audio-image,IMG_5620.JPG,5_nicolas_27.wav,nicolas,5
82,combined-audio-image,IMG_4198.JPG,5_nicolas_18.wav,nicolas,5
83,combined-audio-image,IMG_5461.JPG,5_theo_3.wav,theo,5
84,combined-audio-image,IMG_4639.JPG,5_yweweler_5.wav,yweweler,5
85,combined-audio-image,IMG_4891.JPG,5_theo_39.wav,theo,5
86,combined-audio-image,IMG_4871.JPG,5_jackson_37.wav,jackson,5
87,combined-audio-image,IMG_1174.JPG,5_theo_1.wav,theo,5
88,combined-audio-image,IMG_4699.JPG,5_jackson_30.wav,jackson,5
89,combined-audio-image,IMG_5892.JPG,5_jackson_47.wav,jackson,5
90,combined-audio-image,IMG_4491.JPG,5_nicolas_5.wav,nicolas,5
91,combined-audio-image,IMG_4418.JPG,5_theo_41.wav,theo,5
92,combined-audio-image,IMG_5609.JPG,5_nicolas_15.wav,nicolas,5
93,combined-audio-image,IMG_4629.JPG,5_yweweler_27.wav,yweweler,5
94,combined-audio-image,IMG_4951.JPG,5_nicolas_34.wav,nicolas,5
95,combined-audio-image,IMG_5239.JPG,5_yweweler_1.wav,yweweler,5
96,combined-audio-image,IMG_4911.JPG,5_jackson_24.wav,jackson,5
97,combined-audio-image,IMG_5522.JPG,5_yweweler_30.wav,yweweler,5
98,combined-audio-image,IMG_4104.JPG,5_theo_27.wav,theo,5
99,combined-audio-image,IMG_4861.JPG,5_yweweler_26.wav,yweweler,5
100,combined-audio-image,IMG_4578.JPG,4_nicolas_26.wav,nicolas,4
101,combined-audio-image,IMG_5067.JPG,4_theo_39.wav,theo,4
